MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2009,30,Ford Motor Company,827,9F61-4.6-L-876,5,F350 4WD,T,280,N,292,,,,,,102,L6,R,2,5500,9.40,3.15,24.80,Y,19.90,1,21,32,1089587,61,C,,,,,,,,18.30,40.12,0.4343,0.035040,5.70,0.792870,0.027870,9F614C0A11A,9FMXT04.64D3,8,17.08
2009,30,Ford Motor Company,828,9B71-5.4-H-897,0,EXPEDITION 2WD FFV,T,330,N,310,,,,,,102,L6,R,2,6000,9.80,3.31,25.20,Y,20.50,1,3,31,1088420,61,H,,,0.0010,0.19,329,,,27,40.86,0.4609,0.035970,15.8990,0.1571,0.036630,9B714A0A08A,9FMXT05.44ET,8,18.10
2009,30,Ford Motor Company,828,9B71-5.4-H-897,0,EXPEDITION 2WD FFV,T,330,N,310,,,,,,102,L6,R,2,6000,9.80,3.31,25.20,Y,20.50,1,21,31,1088419,61,C,,,0.0410,1.03,521,0.01,,17,40.86,0.4609,0.035970,15.8990,0.1571,0.036630,9B714A0A08A,9FMXT05.44ET,8,18.10
2009,30,Ford Motor Company,828,9B71-5.4-H-897,0,EXPEDITION 2WD FFV,T,330,N,310,,,,,,102,L6,R,2,6000,9.80,3.31,25.20,Y,20.50,1,21,31,1088421,61,C,,,0.0370,0.86,514,0.01,,17.20,40.86,0.4609,0.035970,15.8990,0.1571,0.036630,9B714A0A08A,9FMXT05.44ET,8,18.10
2009,30,Ford Motor Company,828,9KA00164,3,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5500,9.80,3.15,24.80,Y,19.90,1,3,31,1089239,61,H,,,0,0.44,322,,,27.50,40.12,0.4343,0.035040,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,17.08
2009,30,Ford Motor Company,828,9KA00164,3,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5500,9.80,3.15,24.80,Y,19.90,1,21,31,1089238,61,C,,,0.0430,0.89,501,0.01,,17.70,40.12,0.4343,0.035040,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,17.08
2009,30,Ford Motor Company,828,9KA00164,4,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5250,9.80,3.15,25.20,Y,20,1,3,32,1089285,61,H,,,,,,,,27.60,36.26,0.4231,0.037170,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,16.21
2009,30,Ford Motor Company,828,9KA00164,4,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5250,9.80,3.15,25.20,Y,20,1,21,32,1089284,61,C,,,,,,,,18,36.26,0.4231,0.037170,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,16.21
2009,30,Ford Motor Company,829,9KA00153,5,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,27.90,Y,21.50,1,3,31,1089228,61,H,,,0,0.33,351,,,25.30,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,829,9KA00153,5,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,27.90,Y,21.50,1,21,31,1089227,61,C,,,0.0660,1.14,525,0.01,,16.90,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,829,9KA00153,6,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,5500,9.80,3.55,27.60,Y,21.10,1,3,32,1089270,61,H,,,,,,,,26.10,38.59,0.5944,0.036050,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,16.11
2009,30,Ford Motor Company,829,9KA00153,6,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,5500,9.80,3.55,27.60,Y,21.10,1,21,32,1089269,61,C,,,,,,,,17.60,38.59,0.5944,0.036050,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,16.11
2009,30,Ford Motor Company,829,9KA00153,7,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.80,Y,21.50,1,3,32,1089274,61,H,,,,,,,,25.90,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,829,9KA00153,7,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.80,Y,21.50,1,21,32,1089273,61,C,,,,,,,,17.10,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,829,9KA00153,8,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.90,Y,24.50,1,21,32,1089277,61,C,,,,,,,,16.60,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,829,9KA00153,8,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.90,Y,24.90,1,3,32,1089278,61,H,,,,,,,,24.30,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,829,9KA00153,9,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,28.10,Y,24.50,1,3,32,1089282,61,H,,,,,,,,23.60,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,829,9KA00153,9,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,28.10,Y,24.50,1,21,32,1089281,61,C,,,,,,,,16.40,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,830,9B71-5.4-H-897,0,EXPEDITION 2WD FFV,T,330,N,310,,,,,,102,L6,R,2,6000,9.80,3.31,25.20,Y,20.50,1,3,31,9010496,38,H,,,0.0030,0.20,332,,,18.60,40.86,0.4609,0.035970,15.8990,0.1571,0.036630,9B714A0A08A,9FMXT05.44ET,8,18.10
2009,30,Ford Motor Company,830,9B71-5.4-H-897,0,EXPEDITION 2WD FFV,T,330,N,310,,,,,,102,L6,R,2,6000,9.80,3.31,25.20,Y,20.50,1,21,31,9010497,38,C,,,0.0420,0.35,532,0.01,,11.60,40.86,0.4609,0.035970,15.8990,0.1571,0.036630,9B714A0A08A,9FMXT05.44ET,8,18.10
2009,30,Ford Motor Company,830,9KA00164,3,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5500,9.80,3.15,24.80,Y,19.90,1,3,31,1089237,38,H,,,0.0010,0.32,314,,,19.90,42.12,0.4343,0.035040,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,17.08
2009,30,Ford Motor Company,830,9KA00164,3,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5500,9.80,3.15,24.80,Y,19.90,1,21,31,1089240,38,C,,,0.0290,0.47,489,0.01,,12.80,40.12,0.4343,0.035040,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,17.08
2009,30,Ford Motor Company,830,9KA00164,4,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5250,9.80,3.15,25.20,Y,20,1,3,32,1089283,38,H,,,,,,,,20,36.26,0.4231,0.037170,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,16.21
2009,30,Ford Motor Company,830,9KA00164,4,F150 FFV  2WD,T,330,N,310,,,,,,102,L6,R,2,5250,9.80,3.15,25.20,Y,20,1,21,32,1089286,38,C,,,,,,,,13,36.26,0.4231,0.037170,19.0940,0.046380,0.036050,9F615E0A11A,9FMXT05.44ET,8,16.21
2009,30,Ford Motor Company,831,9KA00153,5,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,27.90,Y,21.50,1,3,31,1089226,38,H,,,0,0.26,342,,,18.30,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,831,9KA00153,5,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,27.90,Y,21.50,1,21,31,1089225,38,C,,,0.0350,0.42,514,0.02,,12.20,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,831,9KA00153,6,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,5500,9.80,3.55,27.60,Y,21.10,1,3,32,1089268,38,H,,,,,,,,18.80,38.59,0.5944,0.036050,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,16.11
2009,30,Ford Motor Company,831,9KA00153,6,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,5500,9.80,3.55,27.60,Y,21.10,1,21,32,1089267,38,C,,,,,,,,12.70,38.59,0.5944,0.036050,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,16.11
2009,30,Ford Motor Company,831,9KA00153,7,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.80,Y,21.50,1,3,32,1089272,38,H,,,,,,,,18.80,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,831,9KA00153,7,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.80,Y,21.50,1,21,32,1089271,38,C,,,,,,,,12.40,42.89,0.5405,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,17.25
2009,30,Ford Motor Company,831,9KA00153,8,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.90,Y,24.50,1,3,32,1089276,38,H,,,,,,,,17.60,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,831,9KA00153,8,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.31,24.90,Y,24.50,1,21,32,1089275,38,C,,,,,,,,12,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,831,9KA00153,9,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,28.10,Y,24.50,1,3,32,1089280,38,H,,,,,,,,17.10,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,831,9KA00153,9,F150 FFV  4WD,T,330,N,310,,,,,,102,L6,4,2,6000,9.80,3.73,28.10,Y,24.50,1,21,32,1089279,38,C,,,,,,,,11.80,65.03,0.5501,0.036580,15.7140,0.188410,0.037550,9F615G0A05A,9FMXT05.44ET,8,15.11
2009,30,Ford Motor Company,900,7R31-2.3-C-471,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,3,1,1067678,61,H,,,0.0040,0.09,277,,,32.10,27.29,0.6033,0.026230,15.42,0.350310,0.027560,7R31B20B05A,9FMXT02.31BA,4,14.14
2009,30,Ford Motor Company,900,7R31-2.3-C-471,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,21,1,1067677,61,C,,,0.0180,0.14,383,0.01,,23.20,27.29,0.6033,0.026230,15.42,0.350310,0.027560,7R31B20B05A,9FMXT02.31BA,4,14.14
2009,30,Ford Motor Company,900,7R31-2.3-F-470,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,3,1,1067640,61,H,,,0.0080,0.15,275,,,32.30,27.29,0.6033,0.026230,15.56,0.3207,0.027640,7R31B20A00A,9FMXT02.31EL,4,14.14
2009,30,Ford Motor Company,900,7R31-2.3-F-470,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,21,1,1067639,61,C,,,0.0240,0.19,389,0.01,,22.80,27.29,0.6033,0.026230,15.56,0.3207,0.027640,7R31B20A00A,9FMXT02.31EL,4,14.14
2009,30,Ford Motor Company,900,7R31-2.3-H-628,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3500,9.70,4.10,39,Y,,1,3,31,1088980,61,H,,,0.0290,0.40,264,,,33.50,25.01,0.5885,0.025480,10.8230,0.401450,0.025790,8R31A20A11A,9FMXT02.31EL,4,13.75
2009,30,Ford Motor Company,900,7R31-2.3-H-628,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3500,9.70,4.10,39,Y,,1,21,31,1088979,61,C,,,0.0230,0.21,361,0.01,,24.60,25.01,0.5885,0.025480,10.8230,0.401450,0.025790,8R31A20A11A,9FMXT02.31EL,4,13.75
2009,30,Ford Motor Company,902,7R32-2.3-H-632,0,RANGER 2WD,T,140,N,143,,,,,,102,M5,R,2,3375,9.70,3.73,37.50,Y,,1,3,31,1069041,61,H,,,0.0050,0.10,241,,,36.80,28.40,0.4975,0.026910,15.22,0.3102,0.027130,7R32A20A08A,9FMXT02.31EL,4,12.99
2009,30,Ford Motor Company,902,7R32-2.3-H-632,0,RANGER 2WD,T,140,N,143,,,,,,102,M5,R,2,3375,9.70,3.73,37.50,Y,,1,21,31,1069040,61,C,,,0.0250,0.39,334,0.01,,26.50,28.40,0.4975,0.026910,15.22,0.3102,0.027130,7R32A20A08A,9FMXT02.31EL,4,12.99
2009,30,Ford Motor Company,907,7R31-4.0-C-475,4,RANGER 4WD,T,244,N,207,,,,,,102,L5,4,5,4250,9.70,4.10,35.60,Y,,1,3,1,9009537,61,H,,,0.0670,1.31,367,,,24.10,35.70,0.8347,0.028750,22.8690,0.4506,0.0301,8R31A40511A,9FMXT04.02EG,6,13.20
2009,30,Ford Motor Company,907,7R31-4.0-C-475,4,RANGER 4WD,T,244,N,207,,,,,,102,L5,4,5,4250,9.70,4.10,35.60,Y,,1,21,1,9009536,61,C,,,0.0470,0.90,520,0.01,,17.10,35.70,0.8347,0.028750,22.8690,0.4506,0.0301,8R31A40511A,9FMXT04.02EG,6,13.20
2009,30,Ford Motor Company,907,7R31-4.0-C-475,5,RANGER 4WD,T,244,N,207,,,,,,102,L5,4,5,4250,9.70,3.73,32.40,Y,,1,3,32,1088960,61,H,,,,,,,,24.70,34.89,0.8260,0.028750,22.8690,0.4506,0.0301,8R31A40511A,9FMXT04.02EG,6,13.31
2009,30,Ford Motor Company,907,7R31-4.0-C-475,5,RANGER 4WD,T,244,N,207,,,,,,102,L5,4,5,4250,9.70,3.73,32.40,Y,,1,21,32,1088959,61,C,,,,,,,,17.30,34.89,0.8260,0.028750,22.8690,0.4506,0.0301,8R31A40511A,9FMXT04.02EG,6,13.31
2009,30,Ford Motor Company,908,7R31-4.0-L-650,0,RANGER 2WD,T,244,N,207,,,,,,102,L5,R,5,4000,9.70,3.55,33.80,Y,,1,3,31,1068914,61,H,,,0.04,0.66,326,,,27.20,28.73,0.6726,0.025890,15.80,0.3077,0.028140,7R31A40B08A,9FMXT04.02EG,6,14.60
2009,30,Ford Motor Company,908,7R31-4.0-L-650,0,RANGER 2WD,T,244,N,207,,,,,,102,L5,R,5,4000,9.70,3.55,33.80,Y,,1,21,31,1068913,61,C,,,0.0320,0.62,471,0,,18.80,28.73,0.6726,0.025890,15.80,0.3077,0.028140,7R31A40B08A,9FMXT04.02EG,6,14.60
2009,30,Ford Motor Company,908,7R31-4.0-L-650,1,RANGER 2WD,T,244,N,207,,,,,,102,L5,R,5,4000,9.70,3.55,32,Y,,1,3,31,1088962,61,H,,,0.0770,0.83,310,,,28.50,25.56,0.5959,0.025830,11.8360,0.317270,0.026870,8R31A40511A,9FMXT04.02EG,6,15.48
2009,30,Ford Motor Company,908,7R31-4.0-L-650,1,RANGER 2WD,T,244,N,207,,,,,,102,L5,R,5,4000,9.70,3.55,32,Y,,1,21,31,1088961,61,C,,,0.0440,0.64,455,0,,19.50,25.56,0.5959,0.025830,11.8360,0.317270,0.026870,8R31A40511A,9FMXT04.02EG,6,15.48
2009,30,Ford Motor Company,909,7R32-4.0-L-659,0,RANGER 4WD,T,244,N,207,,,,,,102,M5,4,2,4250,9.70,3.73,34.20,Y,,1,3,31,1068705,61,H,,,0.0430,0.87,338,,,26.20,37.20,0.6557,0.030210,23.3710,0.408810,0.0302,7R32A40B06A,9FMXT04.02EG,6,13.55
2009,30,Ford Motor Company,909,7R32-4.0-L-659,0,RANGER 4WD,T,244,N,207,,,,,,102,M5,4,2,4250,9.70,3.73,34.20,Y,,1,21,31,1068704,61,C,,,0.0490,0.83,482,0,,18.40,37.20,0.6557,0.030210,23.3710,0.408810,0.0302,7R32A40B06A,9FMXT04.02EG,6,13.55
2009,30,Ford Motor Company,910,7R32-4.0-L-656,2,RANGER 2WD,T,244,N,207,,,,,,102,M5,R,2,4000,9.70,3.55,33.80,Y,,1,3,32,1088958,61,H,,,,,,,,28.60,27.56,0.5053,0.026530,16.41,0.3479,0.027130,7R32A40B06A,9FMXT04.02EG,6,15.58
2009,30,Ford Motor Company,910,7R32-4.0-L-656,2,RANGER 2WD,T,244,N,207,,,,,,102,M5,R,2,4000,9.70,3.55,33.80,Y,,1,21,32,1088957,61,C,,,,,,,,18.70,27.56,0.5053,0.026530,16.41,0.3479,0.027130,7R32A40B06A,9FMXT04.02EG,6,15.58
2009,30,Ford Motor Company,950,9KA00020,0,ESCAPE FWD,T,140,N,171,,,,,,102,M5,F,4,3625,9.70,4.13,40.10,Y,14.40,1,3,31,1087064,61,H,,,0.0050,0.07,230,,,38.60,25.36,0.2336,0.028240,10.85,-0.142340,0.030380,9M72A20A09A,9FMXT02.51EK,4,15.64
2009,30,Ford Motor Company,950,9KA00020,0,ESCAPE FWD,T,140,N,171,,,,,,102,M5,F,4,3625,9.70,4.13,40.10,Y,14.40,1,21,31,1087065,61,C,,,0.0110,0.29,314,0.01,,28.30,25.36,0.2336,0.028240,10.85,-0.142340,0.030380,9M72A20A09A,9FMXT02.51EK,4,15.64
2009,30,Ford Motor Company,951,9M71-2.5-F-775,0,ESCAPE 4WD,T,140,N,171,,,,,,102,L6,4,2,3875,9.70,4.67,42.80,Y,17.90,1,3,1,9009458,61,H,,,0.0040,0.05,272,,,32.70,45.07,0.2564,0.030570,17.5440,-0.0345,0.030420,9M71A20505A,9FMXT02.51EK,4,13.38
2009,30,Ford Motor Company,951,9M71-2.5-F-775,0,ESCAPE 4WD,T,140,N,171,,,,,,102,L6,4,2,3875,9.70,4.67,42.80,Y,17.90,1,3,1,9009558,61,H,,,0.01,0.13,267,,,33.30,45.07,0.2564,0.030570,17.5440,-0.0345,0.030420,9M71A20505A,9FMXT02.51EK,4,13.38
2009,30,Ford Motor Company,951,9M71-2.5-F-775,0,ESCAPE 4WD,T,140,N,171,,,,,,102,L6,4,2,3875,9.70,4.67,42.80,Y,17.90,1,21,1,9009556,61,C,,,0.0320,0.44,381,0.01,,23.30,45.07,0.2564,0.030570,17.5440,-0.0345,0.030420,9M71A20505A,9FMXT02.51EK,4,13.38
2009,30,Ford Motor Company,951,9M71-2.5-L-865,1,ESCAPE 4WD,T,140,N,171,,,,,,102,L6,4,2,3875,9.70,3.51,31.60,Y,16.10,1,3,31,1087388,61,H,,,0.0080,0.06,250,,,35.50,39.58,-0.1082,0.034550,14.68,-0.439280,0.035980,9M71A20A09A,9FMXT02.51EK,4,14.92
2009,30,Ford Motor Company,951,9M71-2.5-L-865,1,ESCAPE 4WD,T,140,N,171,,,,,,102,L6,4,2,3875,9.70,3.51,31.60,Y,16.10,1,21,31,1087387,61,C,,,0.0150,0.23,367,0.01,,24.20,39.58,-0.1082,0.034550,14.68,-0.439280,0.035980,9M71A20A09A,9FMXT02.51EK,4,14.92
2009,30,Ford Motor Company,952,8KA10592,0,ESCAPE FWD,T,140,N,171,,,,,,102,L6,F,2,3625,9.70,3.51,31.60,Y,14.50,1,3,31,1087068,61,H,,,0.0010,0.03,230,,,38.60,29.71,-0.0258,0.032060,7.98,-0.008460,0.028690,9M71A20A09A,9FMXT02.51EK,4,15.50
2009,30,Ford Motor Company,952,8KA10592,0,ESCAPE FWD,T,140,N,171,,,,,,102,L6,F,2,3625,9.70,3.51,31.60,Y,14.50,1,21,31,1087067,61,C,,,0.0150,0.17,343,0.01,,25.90,29.71,-0.0258,0.032060,7.98,-0.008460,0.028690,9M71A20A09A,9FMXT02.51EK,4,15.50
2009,30,Ford Motor Company,955,9M71-3.0-F-776,0,ESCAPE 4WD,T,182,N,240,,,,,,102,L6,4,2,4000,10.30,4.48,40.90,Y,,1,3,1,1084448,61,H,,,0.0150,0.21,288,,,30.90,46.35,0.2585,0.0306,8.2750,0.881620,0.016470,9M71A30504A,9FMXT03.01EN,6,13.66
2009,30,Ford Motor Company,955,9M71-3.0-L-870,0,ESCAPE 4WD,T,182,N,240,,,,,,102,L6,4,2,4000,10.30,3.51,31.60,Y,16.20,1,3,31,1087287,61,H,,,0.0180,0.15,261,,,34,40.52,-0.1065,0.034570,17.18,-0.158760,0.032220,9M71A30510A,9FMXT03.01EN,6,15.26
2009,30,Ford Motor Company,955,9M71-3.0-L-870,0,ESCAPE 4WD,T,182,N,240,,,,,,102,L6,4,2,4000,10.30,3.51,31.60,Y,16.20,1,21,31,1087111,61,C,,,0.0220,0.19,406,0,,21.90,40.52,-0.1065,0.034570,17.18,-0.158760,0.032220,9M71A30510A,9FMXT03.01EN,6,15.26
2009,30,Ford Motor Company,956,9M71-3.0-L-870,1,ESCAPE FWD,T,182,N,240,,,,,,102,L6,F,2,3750,10.30,3.51,31.40,Y,14.60,1,3,32,1087380,61,H,,,,,,,,35.90,30.65,-0.0241,0.032080,17.18,-0.158760,0.032220,9M71A30510A,9FMXT03.01EN,6,15.88
2009,30,Ford Motor Company,956,9M71-3.0-L-870,1,ESCAPE FWD,T,182,N,240,,,,,,102,L6,F,2,3750,10.30,3.51,31.40,Y,14.60,1,21,32,1087379,61,C,,,,,,,,22.80,30.65,-0.0241,0.032080,17.18,-0.158760,0.032220,9M71A30510A,9FMXT03.01EN,6,15.88
2009,30,Ford Motor Company,957,9KA00034,0,ESCAPE HYBRID FWD,T,140,N,155,,,,,,102,AV,F,3,4000,9.70,2,20,Y,15.30,1,3,31,1087564,61,H,,,0.0010,0.03,206,,,43.10,26.21,0.5270,0.024850,2.5730,0.255710,0.025680,9M71AH0508A,9FMXT02.52ZF,4,16.18
2009,30,Ford Motor Company,957,9KA00034,0,ESCAPE HYBRID FWD,T,140,N,155,,,,,,102,AV,F,3,4000,9.70,2,20,Y,15.30,1,21,31,1087565,61,C,,,0.0070,0.19,196,0.01,,45.20,26.21,0.5270,0.024850,2.5730,0.255710,0.025680,9M71AH0508A,9FMXT02.52ZF,4,16.18
2009,30,Ford Motor Company,959,9M71-2.5-C-792,1,MARINER HYBRID 4WD,T,140,N,155,,,,,,102,AV,4,3,4250,9.70,2,20,Y,17.50,1,3,1,1086434,61,H,,,0.0010,0.07,239,,,37.20,32.07,0.8102,0.023530,10.76,0.490470,0.0246,9M71AH0506A,9FMXT02.52ZF,4,15
2009,30,Ford Motor Company,959,9M71-2.5-C-792,1,MARINER HYBRID 4WD,T,140,N,155,,,,,,102,AV,4,3,4250,9.70,2,20,Y,17.50,1,21,1,1086433,61,C,,,0.0080,0.23,237,0.02,,37.40,32.07,0.8102,0.023530,10.76,0.490470,0.0246,9M71AH0506A,9FMXT02.52ZF,4,15
2009,30,Ford Motor Company,960,7R31-2.3-C-471,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,3,1,1067678,61,H,,,0.0040,0.09,277,,,32.10,27.29,0.6033,0.026230,15.42,0.350310,0.027560,7R31B20B05A,9FMXT02.31BA,4,14.14
2009,30,Ford Motor Company,960,7R31-2.3-C-471,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,21,1,1067677,61,C,,,0.0180,0.14,383,0.01,,23.20,27.29,0.6033,0.026230,15.42,0.350310,0.027560,7R31B20B05A,9FMXT02.31BA,4,14.14
2009,30,Ford Motor Company,960,7R31-2.3-F-470,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,3,1,1067640,61,H,,,0.0080,0.15,275,,,32.30,27.29,0.6033,0.026230,15.56,0.3207,0.027640,7R31B20A00A,9FMXT02.31EL,4,14.14
2009,30,Ford Motor Company,960,7R31-2.3-F-470,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3750,9.70,4.10,39,Y,,1,21,1,1067639,61,C,,,0.0240,0.19,389,0.01,,22.80,27.29,0.6033,0.026230,15.56,0.3207,0.027640,7R31B20A00A,9FMXT02.31EL,4,14.14
2009,30,Ford Motor Company,960,7R31-2.3-H-628,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3500,9.70,4.10,39,Y,,1,3,31,1088980,61,H,,,0.0290,0.40,264,,,33.50,25.01,0.5885,0.025480,10.8230,0.401450,0.025790,8R31A20A11A,9FMXT02.31EL,4,13.75
2009,30,Ford Motor Company,960,7R31-2.3-H-628,1,RANGER 2WD,T,140,N,143,,,,,,102,L5,R,5,3500,9.70,4.10,39,Y,,1,21,31,1088979,61,C,,,0.0230,0.21,361,0.01,,24.60,25.01,0.5885,0.025480,10.8230,0.401450,0.025790,8R31A20A11A,9FMXT02.31EL,4,13.75
2009,30,Ford Motor Company,962,7R32-2.3-H-632,0,RANGER 2WD,T,140,N,143,,,,,,102,M5,R,2,3375,9.70,3.73,37.50,Y,,1,3,31,1069041,61,H,,,0.0050,0.10,241,,,36.80,28.40,0.4975,0.026910,15.22,0.3102,0.027130,7R32A20A08A,9FMXT02.31EL,4,12.99
2009,30,Ford Motor Company,962,7R32-2.3-H-632,0,RANGER 2WD,T,140,N,143,,,,,,102,M5,R,2,3375,9.70,3.73,37.50,Y,,1,21,31,1069040,61,C,,,0.0250,0.39,334,0.01,,26.50,28.40,0.4975,0.026910,15.22,0.3102,0.027130,7R32A20A08A,9FMXT02.31EL,4,12.99
