user_id,movie_id,rating,gender,age,occupation,title,genres
3934,1270,4,M,25,0,Back to the Future (1985),Comedy|Sci-Fi
2223,1573,3,M,25,2,Face/Off (1997),Action|Sci-Fi|Thriller
5841,1032,4,F,35,7,Alice in Wonderland (1951),Animation|Children's|Musical
3182,2794,4,M,25,12,European Vacation (1985),Comedy
5519,780,4,M,35,15,Independence Day (ID4) (1996),Action|Sci-Fi|War
955,838,4,F,50,7,Emma (1996),Comedy|Drama|Romance
838,3897,5,M,50,17,Almost Famous (2000),Comedy|Drama
1624,1320,3,M,25,0,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
3557,1449,5,M,18,5,Waiting for Guffman (1996),Comedy
1112,1297,4,M,18,6,Real Genius (1985),Comedy
3082,919,5,F,35,6,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
777,1019,1,M,18,19,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
714,1036,5,M,18,4,Die Hard (1988),Action|Thriller
6016,1653,3,M,45,1,Gattaca (1997),Drama|Sci-Fi|Thriller
1184,110,5,F,25,4,Braveheart (1995),Action|Drama|War
1793,3354,1,M,25,4,Mission to Mars (2000),Sci-Fi
1125,1476,4,F,18,4,Private Parts (1997),Comedy|Drama
4682,2528,3,M,25,7,Logan's Run (1976),Action|Adventure|Sci-Fi
1988,1597,3,F,25,1,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
2203,442,4,M,45,12,Demolition Man (1993),Action|Sci-Fi
2321,34,3,M,25,7,Babe (1995),Children's|Comedy|Drama
4140,1049,4,M,25,0,"Ghost and the Darkness, The (1996)",Action|Adventure
4510,3071,3,M,45,7,Stand and Deliver (1987),Drama
2336,266,5,M,35,18,Legends of the Fall (1994),Drama|Romance|War|Western
6003,1208,5,F,45,17,Apocalypse Now (1979),Drama|War
4834,3037,4,F,45,9,Little Big Man (1970),Comedy|Drama|Western
5605,2050,1,F,18,2,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
3693,707,3,M,25,15,Mulholland Falls (1996),Crime|Film-Noir|Thriller
1712,2915,3,M,25,0,Risky Business (1983),Comedy
3391,1449,5,M,18,4,Waiting for Guffman (1996),Comedy
1450,3301,2,M,18,4,"Whole Nine Yards, The (2000)",Comedy|Crime
3841,3005,4,M,45,18,"Bone Collector, The (1999)",Thriller
1645,971,5,F,18,9,Cat on a Hot Tin Roof (1958),Drama
524,1321,4,M,18,0,"American Werewolf in London, An (1981)",Horror
5865,32,3,M,25,17,Twelve Monkeys (1995),Drama|Sci-Fi
509,2947,3,M,25,2,Goldfinger (1964),Action
1224,1377,2,M,50,13,Batman Returns (1992),Action|Adventure|Comedy|Crime
4506,2640,5,M,50,16,Superman (1978),Action|Adventure|Sci-Fi
295,2713,1,M,18,0,Lake Placid (1999),Horror|Thriller
5567,3074,3,M,50,3,Jeremiah Johnson (1972),Western
4482,2100,4,F,35,1,Splash (1984),Comedy|Fantasy|Romance
4506,1283,4,M,50,16,High Noon (1952),Western
299,2390,4,M,25,12,Little Voice (1998),Comedy
3380,3740,3,M,50,0,Big Trouble in Little China (1986),Action|Comedy
192,3397,3,M,18,1,"Great Muppet Caper, The (1981)",Children's|Comedy
3929,3699,2,M,25,5,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3885,1483,3,M,25,12,Crash (1996),Drama|Thriller
402,1378,3,M,25,11,Young Guns (1988),Action|Comedy|Western
1303,2437,4,M,25,19,Wilde (1997),Drama
4687,2797,5,M,35,14,Big (1988),Comedy|Fantasy
3412,1373,4,M,25,18,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1587,3098,4,F,25,3,"Natural, The (1984)",Drama
2102,3649,1,M,25,11,American Gigolo (1980),Drama
3272,2993,4,M,35,0,Thunderball (1965),Action
4675,1735,3,F,18,4,Great Expectations (1998),Drama|Romance
1587,3178,2,F,25,3,"Hurricane, The (1999)",Drama
3367,3185,3,M,50,16,Snow Falling on Cedars (1999),Drama
2072,2942,3,F,50,12,Flashdance (1983),Drama|Romance
4578,1304,5,M,25,0,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
5643,786,4,F,35,1,Eraser (1996),Action|Thriller
4322,1092,3,F,50,6,Basic Instinct (1992),Mystery|Thriller
475,1573,4,F,25,2,Face/Off (1997),Action|Sci-Fi|Thriller
513,3394,2,M,25,0,Blind Date (1987),Comedy|Romance
5340,2318,3,F,50,3,Happiness (1998),Comedy
1127,3450,3,M,25,0,Grumpy Old Men (1993),Comedy
929,1094,4,M,25,15,"Crying Game, The (1992)",Drama|Romance|War
4888,1203,5,F,56,0,12 Angry Men (1957),Drama
5347,1037,3,M,25,6,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
3963,367,4,M,50,20,"Mask, The (1994)",Comedy|Crime|Fantasy
4526,1230,5,M,25,20,Annie Hall (1977),Comedy|Romance
2777,441,5,M,18,4,Dazed and Confused (1993),Comedy
5099,2273,4,M,18,0,Rush Hour (1998),Action|Thriller
1449,1209,4,M,35,20,Once Upon a Time in the West (1969),Western
4496,3147,4,M,45,2,"Green Mile, The (1999)",Drama|Thriller
284,1646,2,M,25,12,Rocket Man (1997),Comedy
3954,1374,4,M,18,4,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
4662,3614,1,F,18,4,Honeymoon in Vegas (1992),Comedy|Romance
1094,3864,2,F,18,0,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
5256,2746,2,M,25,16,Little Shop of Horrors (1986),Comedy|Horror|Musical
4351,1573,4,M,25,12,Face/Off (1997),Action|Sci-Fi|Thriller
2522,3793,4,M,18,11,X-Men (2000),Action|Sci-Fi
4381,3019,4,M,25,4,Drugstore Cowboy (1989),Crime|Drama
5268,2791,5,F,25,2,Airplane! (1980),Comedy
1865,2715,1,F,18,1,"Velocity of Gary, The (1998)",Comedy|Romance
4819,3274,5,M,35,18,Single White Female (1992),Action
1291,1258,5,F,35,0,"Shining, The (1980)",Horror
2777,485,3,M,18,4,Last Action Hero (1993),Action|Comedy
3892,1429,4,M,25,20,Jackie Chan's First Strike (1996),Action
3029,60,3,M,18,4,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
1851,3355,3,M,25,19,"Ninth Gate, The (2000)",Thriller
4085,441,4,F,25,6,Dazed and Confused (1993),Comedy
5597,3264,3,F,18,4,Buffy the Vampire Slayer (1992),Comedy|Horror
3682,965,5,F,50,1,"39 Steps, The (1935)",Thriller
877,445,2,M,25,0,Fatal Instinct (1993),Comedy
199,1196,4,M,18,4,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1306,2232,4,M,25,3,Cube (1997),Sci-Fi|Thriller
2178,1358,5,M,45,14,Sling Blade (1996),Drama|Thriller
3336,3766,1,M,35,17,Missing in Action (1984),Action|War
3851,3250,3,M,25,12,Alive (1993),Drama
5788,2868,2,M,25,0,Fright Night Part II (1989),Horror
3588,2012,4,M,25,2,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
2796,1234,4,M,25,14,"Sting, The (1973)",Comedy|Crime
1377,1330,3,M,35,16,April Fool's Day (1986),Comedy|Horror
3491,2371,3,M,25,16,Fletch (1985),Comedy
2237,223,4,F,35,6,Clerks (1994),Comedy
1701,2694,3,F,25,4,Big Daddy (1999),Comedy
4049,3257,2,M,45,11,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller
1560,2394,1,F,25,3,"Prince of Egypt, The (1998)",Animation|Musical
256,3364,5,M,45,16,"Asphalt Jungle, The (1950)",Crime|Film-Noir
2841,235,5,M,50,12,Ed Wood (1994),Comedy|Drama
4021,3737,5,M,50,20,Lonely Are the Brave (1962),Drama|Western
5595,329,4,M,25,20,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
1727,1287,4,M,35,16,Ben-Hur (1959),Action|Adventure|Drama
3519,673,3,F,25,14,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
5008,2959,5,M,25,20,Fight Club (1999),Drama
3956,480,4,M,25,0,Jurassic Park (1993),Action|Adventure|Sci-Fi
2638,2134,4,M,25,14,Weird Science (1985),Comedy
1958,2505,3,F,25,1,8MM (1999),Thriller
2237,2125,5,F,35,6,Ever After: A Cinderella Story (1998),Drama|Romance
3885,922,5,M,25,12,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
1883,246,4,F,50,0,Hoop Dreams (1994),Documentary
1812,7,5,F,25,12,Sabrina (1995),Comedy|Romance
2402,2746,3,M,45,17,Little Shop of Horrors (1986),Comedy|Horror|Musical
1640,434,3,M,35,17,Cliffhanger (1993),Action|Adventure|Crime
424,3259,2,M,25,17,Far and Away (1992),Drama|Romance
4384,1302,4,M,25,0,Field of Dreams (1989),Drama
3946,47,5,F,25,12,Seven (Se7en) (1995),Crime|Thriller
2513,3897,5,M,56,1,Almost Famous (2000),Comedy|Drama
3182,2247,2,M,25,12,Married to the Mob (1988),Comedy
570,2092,2,M,25,4,"Return of Jafar, The (1993)",Animation|Children's|Musical
1466,1732,5,M,18,4,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1675,163,3,F,25,6,Desperado (1995),Action|Romance|Thriller
2664,11,4,M,35,7,"American President, The (1995)",Comedy|Drama|Romance
1285,490,3,M,35,4,Malice (1993),Thriller
5625,21,5,M,25,1,Get Shorty (1995),Action|Comedy|Drama
549,761,5,M,25,6,"Phantom, The (1996)",Adventure
3201,3834,3,M,45,7,Bronco Billy (1980),Adventure|Drama|Romance
302,2036,1,M,18,4,Blank Check (1994),Children's|Comedy
2424,1036,5,M,25,17,Die Hard (1988),Action|Thriller
4021,2694,3,M,50,20,Big Daddy (1999),Comedy
1221,3524,3,M,18,0,Arthur (1981),Comedy|Romance
4233,1252,5,M,35,4,Chinatown (1974),Film-Noir|Mystery|Thriller
4879,902,5,M,25,3,Breakfast at Tiffany's (1961),Drama|Romance
1882,1252,4,M,35,16,Chinatown (1974),Film-Noir|Mystery|Thriller
2208,1754,2,M,25,0,Fallen (1998),Action|Mystery|Thriller
5344,668,3,F,50,1,Pather Panchali (1955),Drama
5843,1957,3,M,35,1,Chariots of Fire (1981),Drama
3026,2245,3,F,18,4,Working Girl (1988),Comedy|Drama
5249,2028,4,F,45,14,Saving Private Ryan (1998),Action|Drama|War
2878,62,4,F,50,20,Mr. Holland's Opus (1995),Drama
1244,2412,2,M,25,4,Rocky V (1990),Action|Drama
2288,2140,3,M,1,10,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
4802,3505,4,M,56,1,No Way Out (1987),Thriller
93,2373,2,M,25,17,Red Sonja (1985),Action|Adventure
2290,145,3,M,25,0,Bad Boys (1995),Action
5643,227,2,F,35,1,Drop Zone (1994),Action
5841,913,5,F,35,7,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2764,1276,4,M,25,7,Cool Hand Luke (1967),Comedy|Drama
3611,543,4,M,25,2,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
5256,2053,2,M,25,16,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
4408,2288,4,F,45,2,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
3929,2088,1,M,25,5,Popeye (1980),Adventure|Comedy|Musical
5376,3300,3,M,25,17,Pitch Black (2000),Action|Sci-Fi
454,2959,4,M,25,20,Fight Club (1999),Drama
5113,1089,3,M,25,0,Reservoir Dogs (1992),Crime|Thriller
3227,144,4,F,25,14,"Brothers McMullen, The (1995)",Comedy
5378,3219,4,M,35,18,Pacific Heights (1990),Thriller
205,260,5,M,35,12,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
4522,318,5,M,45,1,"Shawshank Redemption, The (1994)",Drama
2316,1918,4,M,35,0,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
533,3544,4,M,25,12,Shakes the Clown (1991),Comedy
2621,1222,4,M,18,0,Full Metal Jacket (1987),Action|Drama|War
1457,1196,4,M,25,1,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
3618,170,3,M,56,17,Hackers (1995),Action|Crime|Thriller
3842,553,4,F,35,16,Tombstone (1993),Western
1260,3478,4,M,25,17,"Bamba, La (1987)",Drama
4064,616,2,M,45,0,"Aristocats, The (1970)",Animation|Children's
2802,3615,2,M,35,20,Dinosaur (2000),Animation|Children's
5321,3037,4,M,25,4,Little Big Man (1970),Comedy|Drama|Western
5281,3809,5,M,25,2,What About Bob? (1991),Comedy
5831,3251,4,M,25,1,Agnes of God (1985),Drama|Mystery
1473,2405,2,M,25,14,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2371,11,4,F,35,7,"American President, The (1995)",Comedy|Drama|Romance
3832,1219,5,F,25,7,Psycho (1960),Horror|Thriller
2489,3735,4,F,35,9,Serpico (1973),Crime|Drama
3313,1252,3,M,35,20,Chinatown (1974),Film-Noir|Mystery|Thriller
716,1029,4,M,18,4,Dumbo (1941),Animation|Children's|Musical
4771,3528,4,F,25,4,"Prince of Tides, The (1991)",Drama|Romance
4107,2699,4,F,25,0,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
5755,858,5,F,35,2,"Godfather, The (1972)",Action|Crime|Drama
3138,2521,2,M,35,17,Airport 1975 (1974),Drama
1202,2991,2,M,35,12,Live and Let Die (1973),Action
1884,3811,5,M,45,20,Breaker Morant (1980),Drama|War
2222,2012,4,F,45,1,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
4140,952,3,M,25,0,Around the World in 80 Days (1956),Adventure|Comedy
2944,223,4,F,18,4,Clerks (1994),Comedy
639,839,3,M,45,17,"Crow: City of Angels, The (1996)",Action|Thriller
1097,2194,4,M,18,17,"Untouchables, The (1987)",Action|Crime|Drama
528,2278,3,F,18,17,Ronin (1998),Action|Crime|Thriller
5306,2803,4,F,25,17,"Pelican Brief, The (1993)",Thriller
3841,3107,4,M,45,18,Backdraft (1991),Action|Drama
1329,1407,4,M,18,14,Scream (1996),Horror|Thriller
3970,223,5,F,25,2,Clerks (1994),Comedy
1861,2694,1,M,50,16,Big Daddy (1999),Comedy
1150,1176,3,F,25,20,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
4115,3751,3,M,25,15,Chicken Run (2000),Animation|Children's|Comedy
4653,921,4,M,35,12,My Favorite Year (1982),Comedy
3308,1883,3,F,18,20,Bulworth (1998),Comedy
59,2644,3,F,50,1,Dracula (1931),Horror
3825,2176,5,M,18,1,Rope (1948),Thriller
494,2381,3,F,35,0,Police Academy 4: Citizens on Patrol (1987),Comedy
5111,2583,3,M,35,2,Cookie's Fortune (1999),Mystery
651,1387,5,M,35,7,Jaws (1975),Action|Horror
3864,3702,5,M,50,20,Mad Max (1979),Action|Sci-Fi
1726,2699,4,M,25,2,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
3650,1777,5,M,25,0,"Wedding Singer, The (1998)",Comedy|Romance
2496,2665,2,M,50,1,Earth Vs. the Flying Saucers (1956),Sci-Fi
583,2080,4,F,25,0,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
3195,1246,3,M,18,4,Dead Poets Society (1989),Drama
4213,377,4,M,35,7,Speed (1994),Action|Romance|Thriller
4473,2872,3,M,35,1,Excalibur (1981),Action|Drama|Fantasy|Romance
2899,2881,3,M,35,14,Double Jeopardy (1999),Action|Thriller
2967,95,2,M,25,0,Broken Arrow (1996),Action|Thriller
4823,589,3,M,18,4,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
4115,2496,5,M,25,15,Blast from the Past (1999),Comedy|Romance
3101,3173,4,M,18,15,Any Given Sunday (1999),Drama
3261,110,4,M,45,20,Braveheart (1995),Action|Drama|War
1544,2791,5,M,25,12,Airplane! (1980),Comedy
3490,1729,4,M,25,0,Jackie Brown (1997),Crime|Drama
1442,3649,3,M,18,2,American Gigolo (1980),Drama
5689,588,3,M,25,0,Aladdin (1992),Animation|Children's|Comedy|Musical
1988,1243,3,F,25,1,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
4089,3706,3,M,25,7,Angel Heart (1987),Film-Noir|Mystery|Thriller
1680,3440,1,M,25,20,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy
1064,161,2,M,25,7,Crimson Tide (1995),Drama|Thriller|War
4161,2000,3,M,45,0,Lethal Weapon (1987),Action|Comedy|Crime|Drama
150,3787,4,M,35,7,Shower (Xizhao) (1999),Comedy
2486,2596,5,M,18,12,SLC Punk! (1998),Comedy|Drama
2231,2163,4,M,50,11,Attack of the Killer Tomatoes! (1980),Comedy|Horror
4013,3252,4,M,25,1,Scent of a Woman (1992),Drama
4981,509,5,M,50,1,"Piano, The (1993)",Drama|Romance
1449,2919,4,M,35,20,Year of Living Dangerously (1982),Drama|Romance
1980,3478,4,M,35,7,"Bamba, La (1987)",Drama
4089,185,4,M,25,7,"Net, The (1995)",Sci-Fi|Thriller
5364,838,4,F,25,3,Emma (1996),Comedy|Drama|Romance
1743,1617,5,M,35,17,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
4618,1206,4,M,25,14,"Clockwork Orange, A (1971)",Sci-Fi
5954,946,5,M,45,11,To Be or Not to Be (1942),Comedy|Drama|War
2116,1702,4,M,18,4,Flubber (1997),Children's|Comedy|Fantasy
1733,1729,5,M,18,14,Jackie Brown (1997),Crime|Drama
1958,3708,4,F,25,1,Firestarter (1984),Horror|Thriller
