Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2012-10-03,58.39,62.65,58.25,62.58,10866400.0,0.0,1.0,8.3414285714286,8.95,8.3214285714286,8.94,76064800.0
2012-10-02,56.45,57.29,55.3,56.46,3084200.0,0.0,1.0,8.0642857142857,8.1842857142857,7.9,8.0657142857143,21589400.0
2012-10-01,54.6,56.6,54.34,56.05,4395100.0,0.0,1.0,7.8,8.0857142857143,7.7628571428571,8.0071428571429,30765700.0
2012-09-28,55.04,55.81,54.22,54.44,2276100.0,0.0,1.0,7.8628571428571,7.9728571428571,7.7457142857143,7.7771428571429,15932700.0
2012-09-27,55.86,56.1,54.16,55.55,3050100.0,0.0,1.0,7.98,8.0142857142857,7.7371428571429,7.9357142857143,21350700.0
2012-09-26,53.99,55.93,53.05,55.13,5232200.0,0.0,1.0,7.7128571428571,7.99,7.5785714285714,7.8757142857143,36625400.0
2012-09-25,56.75,56.96,53.7,53.8,5979800.0,0.0,1.0,8.1071428571429,8.1371428571429,7.6714285714286,7.6857142857143,41858600.0
2012-09-24,56.86,57.84,56.2857,56.39,3380200.0,0.0,1.0,8.1228571428571,8.2628571428571,8.0408142857143,8.0557142857143,23661400.0
2012-09-21,59.43,59.72,57.41,57.79,4296400.0,0.0,1.0,8.49,8.5314285714286,8.2014285714286,8.2557142857143,30074800.0
2012-09-20,56.42,58.79,56.4,58.74,5316800.0,0.0,1.0,8.06,8.3985714285714,8.0571428571429,8.3914285714286,37217600.0
2012-09-19,56.74,57.9,55.7,57.04,5049800.0,0.0,1.0,8.1057142857143,8.2714285714286,7.9571428571429,8.1485714285714,35348600.0
2012-09-18,57.29,58.32,55.82,56.06,4328300.0,0.0,1.0,8.1842857142857,8.3314285714286,7.9742857142857,8.0085714285714,30298100.0
2012-09-17,58.98,59.0,56.77,57.02,5182700.0,0.0,1.0,8.4257142857143,8.4285714285714,8.11,8.1457142857143,36278900.0
2012-09-14,58.5,61.419,58.3,60.52,4723900.0,0.0,1.0,8.3571428571429,8.7741428571429,8.3285714285714,8.6457142857143,33067300.0
2012-09-13,56.87,58.18,56.09,58.0,3498700.0,0.0,1.0,8.1242857142857,8.3114285714286,8.0128571428571,8.2857142857143,24490900.0
2012-09-12,57.5,58.53,56.5601,57.21,3156700.0,0.0,1.0,8.2142857142857,8.3614285714286,8.0800142857143,8.1728571428571,22096900.0
2012-09-11,55.9,57.37,55.1,57.16,4720000.0,0.0,1.0,7.9857142857143,8.1957142857143,7.8714285714286,8.1657142857143,33040000.0
2012-09-10,56.34,57.0299,55.61,55.92,3556100.0,0.0,1.0,8.0485714285714,8.1471285714286,7.9442857142857,7.9885714285714,24892700.0
2012-09-07,56.68,57.8,55.85,56.66,4231100.0,0.0,1.0,8.0971428571429,8.2571428571429,7.9785714285714,8.0942857142857,29617700.0
2012-09-06,55.61,56.79,54.16,56.65,5328200.0,0.0,1.0,7.9442857142857,8.1128571428571,7.7371428571429,8.0928571428571,37297400.0
2012-09-05,55.6,55.68,54.33,54.96,5509300.0,0.0,1.0,7.9428571428571,7.9542857142857,7.7614285714286,7.8514285714286,38565100.0
2012-09-04,58.0,58.0,53.13,55.93,12488100.0,0.0,1.0,8.2857142857143,8.2857142857143,7.59,7.99,87416700.0
2012-08-31,61.31,61.53,59.09,59.72,4222900.0,0.0,1.0,8.7585714285714,8.79,8.4414285714286,8.5314285714286,29560300.0
2012-08-30,63.16,63.38,60.17,60.48,2668500.0,0.0,1.0,9.0228571428571,9.0542857142857,8.5957142857143,8.64,18679500.0
2012-08-29,63.05,63.847,62.55,63.44,2237200.0,0.0,1.0,9.0071428571429,9.121,8.9357142857143,9.0628571428571,15660400.0
2012-08-28,62.24,63.59,62.17,62.95,2265600.0,0.0,1.0,8.8914285714286,9.0842857142857,8.8814285714286,8.9928571428571,15859200.0
2012-08-27,63.32,63.97,62.26,62.39,2578100.0,0.0,1.0,9.0457142857143,9.1385714285714,8.8942857142857,8.9128571428571,18046700.0
2012-08-24,63.09,63.8,61.85,63.16,3737400.0,0.0,1.0,9.0128571428571,9.1142857142857,8.8357142857143,9.0228571428571,26161800.0
2012-08-23,66.02,66.44,63.58,64.05,4654400.0,0.0,1.0,9.4314285714286,9.4914285714286,9.0828571428571,9.15,32580800.0
2012-08-22,65.12,66.3999,64.8,65.4,2575800.0,0.0,1.0,9.3028571428571,9.4857,9.2571428571429,9.3428571428571,18030600.0
2012-08-21,65.14,66.65,64.65,65.6,3336500.0,0.0,1.0,9.3057142857143,9.5214285714286,9.2357142857143,9.3714285714286,23355500.0
2012-08-20,63.64,65.35,62.16,64.24,3808400.0,0.0,1.0,9.0914285714286,9.3357142857143,8.88,9.1771428571429,26658800.0
2012-08-17,64.88,65.52,63.51,63.69,3200800.0,0.0,1.0,9.2685714285714,9.36,9.0728571428571,9.0985714285714,22405600.0
2012-08-16,63.46,64.59,62.8,64.31,2518700.0,0.0,1.0,9.0657142857143,9.2271428571429,8.9714285714286,9.1871428571429,17630900.0
2012-08-15,62.03,63.68,61.82,63.26,4406300.0,0.0,1.0,8.8614285714286,9.0971428571429,8.8314285714286,9.0371428571429,30844100.0
2012-08-14,60.62,63.1,59.975,61.76,6874200.0,0.0,1.0,8.66,9.0142857142857,8.5678571428571,8.8228571428571,48119400.0
2012-08-13,61.22,61.25,58.5,59.91,4760700.0,0.0,1.0,8.7457142857143,8.75,8.3571428571429,8.5585714285714,33324900.0
2012-08-10,57.66,60.56,56.9,59.9,5004600.0,0.0,1.0,8.2371428571429,8.6514285714286,8.1285714285714,8.5571428571429,35032200.0
2012-08-09,57.59,58.45,57.25,57.91,2356100.0,0.0,1.0,8.2271428571429,8.35,8.1785714285714,8.2728571428571,16492700.0
2012-08-08,57.57,58.89,57.172,57.8,2599200.0,0.0,1.0,8.2242857142857,8.4128571428571,8.1674285714286,8.2571428571429,18194400.0
2012-08-07,56.95,59.4682,56.55,57.9,4395700.0,0.0,1.0,8.1357142857143,8.4954571428571,8.0785714285714,8.2714285714286,30769900.0
2012-08-06,54.54,57.17,54.11,56.79,4075400.0,0.0,1.0,7.7914285714286,8.1671428571429,7.73,8.1128571428571,28527800.0
2012-08-03,54.86,55.48,52.81,53.91,5327900.0,0.0,1.0,7.8371428571429,7.9257142857143,7.5442857142857,7.7014285714286,37295300.0
2012-08-02,54.28,55.69,53.29,53.87,3420800.0,0.0,1.0,7.7542857142857,7.9557142857143,7.6128571428571,7.6957142857143,23945600.0
2012-08-01,57.43,57.78,54.1,54.5,4833200.0,0.0,1.0,8.2042857142857,8.2542857142857,7.7285714285714,7.7857142857143,33832400.0
2012-07-31,57.45,58.32,56.61,56.85,2474400.0,0.0,1.0,8.2071428571429,8.3314285714286,8.0871428571429,8.1214285714286,17320800.0
2012-07-30,58.93,59.96,56.33,57.75,4276100.0,0.0,1.0,8.4185714285714,8.5657142857143,8.0471428571429,8.25,29932700.0
2012-07-27,57.36,59.27,57.0,58.92,5429900.0,0.0,1.0,8.1942857142857,8.4671428571429,8.1428571428571,8.4171428571429,38009300.0
2012-07-26,59.315,59.46,56.14,57.01,11393800.0,0.0,1.0,8.4735714285714,8.4942857142857,8.02,8.1442857142857,79756600.0
2012-07-25,64.21,66.8,59.2,60.28,24781500.0,0.0,1.0,9.1728571428571,9.5428571428571,8.4571428571429,8.6114285714286,173470500.0
2012-07-24,81.07,82.47,77.81,80.39,9242900.0,0.0,1.0,11.581428571429,11.781428571429,11.115714285714,11.484285714286,64700300.0
2012-07-23,80.73,81.22,78.5,79.94,4423600.0,0.0,1.0,11.532857142857,11.602857142857,11.214285714286,11.42,30965200.0
2012-07-20,82.66,83.52,81.5,81.82,3481400.0,0.0,1.0,11.808571428571,11.931428571429,11.642857142857,11.688571428571,24369800.0
2012-07-19,81.96,84.83,81.52,83.12,4161900.0,0.0,1.0,11.708571428571,12.118571428571,11.645714285714,11.874285714286,29133300.0
2012-07-18,81.25,82.91,80.74,81.27,3082300.0,0.0,1.0,11.607142857143,11.844285714286,11.534285714286,11.61,21576100.0
2012-07-17,83.25,83.49,80.67,81.78,3974400.0,0.0,1.0,11.892857142857,11.927142857143,11.524285714286,11.682857142857,27820800.0
2012-07-16,85.11,85.55,82.63,82.98,2992400.0,0.0,1.0,12.158571428571,12.221428571429,11.804285714286,11.854285714286,20946800.0
2012-07-13,85.78,86.65,83.92,84.9,5576000.0,0.0,1.0,12.254285714286,12.378571428571,11.988571428571,12.128571428571,39032000.0
2012-07-12,81.52,85.5,80.5,84.97,5921100.0,0.0,1.0,11.645714285714,12.214285714286,11.5,12.138571428571,41447700.0
2012-07-11,80.1,84.87,79.88,81.64,6149200.0,0.0,1.0,11.442857142857,12.124285714286,11.411428571429,11.662857142857,43044400.0
2012-07-10,83.72,83.8,79.53,80.23,5034600.0,0.0,1.0,11.96,11.971428571429,11.361428571429,11.461428571429,35242200.0
2012-07-09,82.98,84.19,80.15,82.99,6180400.0,0.0,1.0,11.854285714286,12.027142857143,11.45,11.855714285714,43262800.0
2012-07-06,83.74,85.4,80.22,81.89,12180200.0,0.0,1.0,11.962857142857,12.2,11.46,11.698571428571,85261400.0
2012-07-05,74.33,82.9,74.26,81.72,14928300.0,0.0,1.0,10.618571428571,11.842857142857,10.608571428571,11.674285714286,104498100.0
2012-07-03,68.49,72.78,67.71,72.04,3608800.0,0.0,1.0,9.7842857142857,10.397142857143,9.6728571428571,10.291428571429,25261600.0
2012-07-02,68.77,68.9,67.25,67.85,1856100.0,0.0,1.0,9.8242857142857,9.8428571428571,9.6071428571429,9.6928571428571,12992700.0
2012-06-29,68.3,68.76,66.83,68.485,2855900.0,0.0,1.0,9.7571428571429,9.8228571428571,9.5471428571429,9.7835714285714,19991300.0
2012-06-28,66.1,68.06,65.78,67.36,2155800.0,0.0,1.0,9.4428571428571,9.7228571428571,9.3971428571429,9.6228571428571,15090600.0
2012-06-27,67.03,67.2499,65.6,66.49,2197600.0,0.0,1.0,9.5757142857143,9.6071285714286,9.3714285714286,9.4985714285714,15383200.0
2012-06-26,67.21,67.71,66.34,66.8,2230200.0,0.0,1.0,9.6014285714286,9.6728571428571,9.4771428571429,9.5428571428571,15611400.0
2012-06-25,67.81,69.53,66.4,67.03,4392300.0,0.0,1.0,9.6871428571429,9.9328571428571,9.4857142857143,9.5757142857143,30746100.0
2012-06-22,66.24,68.27,65.7,67.86,2582100.0,0.0,1.0,9.4628571428571,9.7528571428571,9.3857142857143,9.6942857142857,18074700.0
2012-06-21,68.26,68.44,65.75,65.84,2527200.0,0.0,1.0,9.7514285714286,9.7771428571429,9.3928571428571,9.4057142857143,17690400.0
2012-06-20,69.48,69.5499,67.61,68.159,3805500.0,0.0,1.0,9.9257142857143,9.9357,9.6585714285714,9.737,26638500.0
2012-06-19,66.9,70.48,66.55,69.83,3958100.0,0.0,1.0,9.5571428571429,10.068571428571,9.5071428571429,9.9757142857143,27706700.0
2012-06-18,65.06,66.95,64.79,66.73,3285400.0,0.0,1.0,9.2942857142857,9.5642857142857,9.2557142857143,9.5328571428571,22997800.0
2012-06-15,63.27,65.93,62.73,65.79,4717500.0,0.0,1.0,9.0385714285714,9.4185714285714,8.9614285714286,9.3985714285714,33022500.0
2012-06-14,62.79,63.15,61.02,62.66,3733900.0,0.0,1.0,8.97,9.0214285714286,8.7171428571429,8.9514285714286,26137300.0
2012-06-13,62.6,64.44,62.13,62.83,2560700.0,0.0,1.0,8.9428571428571,9.2057142857143,8.8757142857143,8.9757142857143,17924900.0
2012-06-12,63.26,64.36,62.35,63.02,2971100.0,0.0,1.0,9.0371428571429,9.1942857142857,8.9071428571429,9.0028571428571,20797700.0
2012-06-11,66.39,66.59,62.98,63.0,3277300.0,0.0,1.0,9.4842857142857,9.5128571428571,8.9971428571429,9.0,22941100.0
2012-06-08,64.37,66.12,63.73,65.64,3145300.0,0.0,1.0,9.1957142857143,9.4457142857143,9.1042857142857,9.3771428571429,22017100.0
2012-06-07,66.6,66.9,64.41,64.64,3006500.0,0.0,1.0,9.5142857142857,9.5571428571429,9.2014285714286,9.2342857142857,21045500.0
2012-06-06,65.66,68.37,65.152,65.88,4382400.0,0.0,1.0,9.38,9.7671428571429,9.3074285714286,9.4114285714286,30676800.0
2012-06-05,65.01,66.33,64.25,64.83,3435500.0,0.0,1.0,9.2871428571429,9.4757142857143,9.1785714285714,9.2614285714286,24048500.0
2012-06-04,63.25,65.24,62.37,65.0,5041600.0,0.0,1.0,9.0357142857143,9.32,8.91,9.2857142857143,35291200.0
2012-06-01,60.95,63.73,60.7,62.95,5082600.0,0.0,1.0,8.7071428571429,9.1042857142857,8.6714285714286,8.9928571428571,35578200.0
2012-05-31,66.7,67.77,62.365,63.44,7686200.0,0.0,1.0,9.5285714285714,9.6814285714286,8.9092857142857,9.0628571428571,53803400.0
2012-05-30,68.48,69.0,67.0,67.34,4698700.0,0.0,1.0,9.7828571428571,9.8571428571429,9.5714285714286,9.62,32890900.0
2012-05-29,71.06,71.15,68.2,69.44,4571000.0,0.0,1.0,10.151428571429,10.164285714286,9.7428571428571,9.92,31997000.0
2012-05-25,70.6,73.51,69.89,70.22,4767300.0,0.0,1.0,10.085714285714,10.501428571429,9.9842857142857,10.031428571429,33371100.0
2012-05-24,71.52,71.69,69.5,70.27,2963200.0,0.0,1.0,10.217142857143,10.241428571429,9.9285714285714,10.038571428571,20742400.0
2012-05-23,67.466,72.15,67.1701,71.91,6300000.0,0.0,1.0,9.638,10.307142857143,9.5957285714286,10.272857142857,44100000.0
2012-05-22,71.8,72.4,67.25,67.71,5716400.0,0.0,1.0,10.257142857143,10.342857142857,9.6071428571429,9.6728571428571,40014800.0
2012-05-21,69.85,72.19,67.55,71.74,3591900.0,0.0,1.0,9.9785714285714,10.312857142857,9.65,10.248571428571,25143300.0
2012-05-18,72.3,72.75,65.36,69.96,4202200.0,0.0,1.0,10.328571428571,10.392857142857,9.3371428571429,9.9942857142857,29415400.0
2012-05-17,74.25,74.41,71.9,71.97,3396900.0,0.0,1.0,10.607142857143,10.63,10.271428571429,10.281428571429,23778300.0
2012-05-16,77.57,78.44,73.65,74.2,5242800.0,0.0,1.0,11.081428571429,11.205714285714,10.521428571429,10.6,36699600.0
2012-05-15,77.78,79.298,77.1,77.48,4474200.0,0.0,1.0,11.111428571429,11.328285714286,11.014285714286,11.068571428571,31319400.0
2012-05-14,77.13,78.65,75.61,76.96,5407100.0,0.0,1.0,11.018571428571,11.235714285714,10.801428571429,10.994285714286,37849700.0
2012-05-11,72.89,78.3905,72.49,77.38,8891400.0,0.0,1.0,10.412857142857,11.198642857143,10.355714285714,11.054285714286,62239800.0
2012-05-10,74.85,74.98,72.1,72.42,3774900.0,0.0,1.0,10.692857142857,10.711428571429,10.3,10.345714285714,26424300.0
2012-05-09,72.13,74.93,71.34,74.35,3731200.0,0.0,1.0,10.304285714286,10.704285714286,10.191428571429,10.621428571429,26118400.0
2012-05-08,73.07,73.31,70.5801,72.79,3886200.0,0.0,1.0,10.438571428571,10.472857142857,10.082871428571,10.398571428571,27203400.0
2012-05-07,72.5,75.62,72.33,73.45,4100000.0,0.0,1.0,10.357142857143,10.802857142857,10.332857142857,10.492857142857,28700000.0
2012-05-04,75.79,76.4,72.11,73.145,9095200.0,0.0,1.0,10.827142857143,10.914285714286,10.301428571429,10.449285714286,63666400.0
2012-05-03,81.81,82.18,75.52,75.97,7573700.0,0.0,1.0,11.687142857143,11.74,10.788571428571,10.852857142857,53015900.0
2012-05-02,80.74,82.98,80.16,82.23,3912000.0,0.0,1.0,11.534285714286,11.854285714286,11.451428571429,11.747142857143,27384000.0
2012-05-01,80.29,82.69,79.0,81.36,4711900.0,0.0,1.0,11.47,11.812857142857,11.285714285714,11.622857142857,32983300.0
2012-04-30,82.62,82.87,79.76,80.14,7525600.0,0.0,1.0,11.802857142857,11.838571428571,11.394285714286,11.448571428571,52679200.0
2012-04-27,85.71,85.89,83.0,83.74,5147300.0,0.0,1.0,12.244285714286,12.27,11.857142857143,11.962857142857,36031100.0
2012-04-26,85.6,87.8399,83.81,85.07,7992700.0,0.0,1.0,12.228571428571,12.548557142857,11.972857142857,12.152857142857,55948900.0
2012-04-25,88.59,88.59,81.56,86.35,11918400.0,0.0,1.0,12.655714285714,12.655714285714,11.651428571429,12.335714285714,83428800.0
2012-04-24,86.52,90.0,86.3,87.68,16770500.0,0.0,1.0,12.36,12.857142857143,12.328571428571,12.525714285714,117393500.0
2012-04-23,104.89,105.0,101.79,101.84,12039200.0,0.0,1.0,14.984285714286,15.0,14.541428571429,14.548571428571,84274400.0
2012-04-20,107.52,108.17,105.6701,106.11,2610800.0,0.0,1.0,15.36,15.452857142857,15.095728571429,15.158571428571,18275600.0
2012-04-19,105.07,109.709,104.28,107.09,3585300.0,0.0,1.0,15.01,15.672714285714,14.897142857143,15.298571428571,25097100.0
2012-04-18,106.49,108.72,106.2522,106.96,3357700.0,0.0,1.0,15.212857142857,15.531428571429,15.178885714286,15.28,23503900.0
2012-04-17,101.7,107.66,101.69,107.02,4444400.0,0.0,1.0,14.528571428571,15.38,14.527142857143,15.288571428571,31110800.0
2012-04-16,104.6101,105.0,100.4,101.15,3818200.0,0.0,1.0,14.9443,15.0,14.342857142857,14.45,26727400.0
2012-04-13,104.91,106.5,102.31,104.17,3956500.0,0.0,1.0,14.987142857143,15.214285714286,14.615714285714,14.881428571429,27695500.0
2012-04-12,101.26,104.93,99.31,104.26,4835000.0,0.0,1.0,14.465714285714,14.99,14.187142857143,14.894285714286,33845000.0
2012-04-11,103.24,103.72,98.52,99.81,7474400.0,0.0,1.0,14.748571428571,14.817142857143,14.074285714286,14.258571428571,52320800.0
2012-04-10,107.32,107.8,101.8,101.92,5015000.0,0.0,1.0,15.331428571429,15.4,14.542857142857,14.56,35105000.0
2012-04-09,108.76,109.6778,106.63,106.68,3233900.0,0.0,1.0,15.537142857143,15.668257142857,15.232857142857,15.24,22637300.0
2012-04-05,109.94,111.61,109.32,110.5,3251900.0,0.0,1.0,15.705714285714,15.944285714286,15.617142857143,15.785714285714,22763300.0
2012-04-04,111.63,112.55,109.9,110.26,2966600.0,0.0,1.0,15.947142857143,16.078571428571,15.7,15.751428571429,20766200.0
2012-04-03,110.82,114.25,109.75,112.96,6572100.0,0.0,1.0,15.831428571429,16.321428571429,15.678571428571,16.137142857143,46004700.0
2012-04-02,114.8,114.8,112.1,113.97,3806500.0,0.0,1.0,16.4,16.4,16.014285714286,16.281428571429,26645500.0
2012-03-30,115.51,117.29,114.18,115.04,4181500.0,0.0,1.0,16.501428571429,16.755714285714,16.311428571429,16.434285714286,29270500.0
2012-03-29,117.93,118.59,113.0,115.05,4661800.0,0.0,1.0,16.847142857143,16.941428571429,16.142857142857,16.435714285714,32632600.0
2012-03-28,120.25,121.0,118.34,118.805,3267800.0,0.0,1.0,17.178571428571,17.285714285714,16.905714285714,16.972142857143,22874600.0
2012-03-27,122.14,123.47,120.54,120.67,3483200.0,0.0,1.0,17.448571428571,17.638571428571,17.22,17.238571428571,24382400.0
2012-03-26,121.59,122.19,119.152,121.99,4632600.0,0.0,1.0,17.37,17.455714285714,17.021714285714,17.427142857143,32428200.0
2012-03-23,119.44,121.18,117.31,120.19,5390600.0,0.0,1.0,17.062857142857,17.311428571429,16.758571428571,17.17,37734200.0
2012-03-22,120.03,123.48,117.87,118.73,6107800.0,0.0,1.0,17.147142857143,17.64,16.838571428571,16.961428571429,42754600.0
2012-03-21,116.0,120.89,115.62,120.1,6760200.0,0.0,1.0,16.571428571429,17.27,16.517142857143,17.157142857143,47321400.0
2012-03-20,113.91,116.75,113.11,115.02,4501100.0,0.0,1.0,16.272857142857,16.678571428571,16.158571428571,16.431428571429,31507700.0
2012-03-19,109.51,115.0,108.81,114.33,5299300.0,0.0,1.0,15.644285714286,16.428571428571,15.544285714286,16.332857142857,37095100.0
2012-03-16,110.26,111.71,107.56,109.96,5314100.0,0.0,1.0,15.751428571429,15.958571428571,15.365714285714,15.708571428571,37198700.0
2012-03-15,105.35,110.65,105.0,110.17,5840000.0,0.0,1.0,15.05,15.807142857143,15.0,15.738571428571,40880000.0
2012-03-14,105.82,105.948,102.9,105.25,5172600.0,0.0,1.0,15.117142857143,15.135428571429,14.7,15.035714285714,36208200.0
2012-03-13,107.88,109.3,105.15,106.35,4391400.0,0.0,1.0,15.411428571429,15.614285714286,15.021428571429,15.192857142857,30739800.0
2012-03-12,107.75,110.75,105.55,106.2,4937100.0,0.0,1.0,15.392857142857,15.821428571429,15.078571428571,15.171428571429,34559700.0
2012-03-09,107.0,110.26,105.6501,109.13,5309600.0,0.0,1.0,15.285714285714,15.751428571429,15.092871428571,15.59,37167200.0
2012-03-08,105.95,108.44,104.0,108.07,6536100.0,0.0,1.0,15.135714285714,15.491428571429,14.857142857143,15.438571428571,45752700.0
2012-03-07,111.44,111.44,102.53,105.19,10971000.0,0.0,1.0,15.92,15.92,14.647142857143,15.027142857143,76797000.0
2012-03-06,109.49,109.58,106.0,107.13,4603100.0,0.0,1.0,15.641428571429,15.654285714286,15.142857142857,15.304285714286,32221700.0
2012-03-05,114.7,116.52,110.71,110.81,3943600.0,0.0,1.0,16.385714285714,16.645714285714,15.815714285714,15.83,27605200.0
2012-03-02,112.49,117.84,111.6,115.1,5807600.0,0.0,1.0,16.07,16.834285714286,15.942857142857,16.442857142857,40653200.0
2012-03-01,109.1,113.67,108.52,112.75,5268000.0,0.0,1.0,15.585714285714,16.238571428571,15.502857142857,16.107142857143,36876000.0
2012-02-29,113.08,113.8948,109.76,110.73,5367000.0,0.0,1.0,16.154285714286,16.270685714286,15.68,15.818571428571,37569000.0
2012-02-28,108.41,114.87,108.1,113.32,6028100.0,0.0,1.0,15.487142857143,16.41,15.442857142857,16.188571428571,42196700.0
2012-02-27,108.05,110.39,106.64,109.41,6439700.0,0.0,1.0,15.435714285714,15.77,15.234285714286,15.63,45077900.0
2012-02-24,112.88,113.95,111.3,111.67,3869900.0,0.0,1.0,16.125714285714,16.278571428571,15.9,15.952857142857,27089300.0
2012-02-23,111.41,114.15,111.16,112.99,5680300.0,0.0,1.0,15.915714285714,16.307142857143,15.88,16.141428571429,39762100.0
2012-02-22,114.91,115.0,108.54,112.4,13313100.0,0.0,1.0,16.415714285714,16.428571428571,15.505714285714,16.057142857143,93191700.0
2012-02-21,123.8491,126.15,116.68,117.4,11498700.0,0.0,1.0,17.692728571429,18.021428571429,16.668571428571,16.771428571429,80490900.0
2012-02-17,122.13,122.87,120.05,121.85,3704900.0,0.0,1.0,17.447142857143,17.552857142857,17.15,17.407142857143,25934300.0
2012-02-16,122.21,124.13,120.0,121.91,5796500.0,0.0,1.0,17.458571428571,17.732857142857,17.142857142857,17.415714285714,40575500.0
2012-02-15,123.63,125.32,121.09,122.06,5303800.0,0.0,1.0,17.661428571429,17.902857142857,17.298571428571,17.437142857143,37126600.0
2012-02-14,118.99,124.25,118.55,123.07,7486800.0,0.0,1.0,16.998571428571,17.75,16.935714285714,17.581428571429,52407600.0
2012-02-13,124.97,124.98,118.13,118.3,7507200.0,0.0,1.0,17.852857142857,17.854285714286,16.875714285714,16.9,52550400.0
2012-02-10,124.05,126.25,122.8723,123.93,4843000.0,0.0,1.0,17.721428571429,18.035714285714,17.553185714286,17.704285714286,33901000.0
2012-02-09,124.41,126.98,122.15,124.84,5787800.0,0.0,1.0,17.772857142857,18.14,17.45,17.834285714286,40514600.0
2012-02-08,125.87,127.39,123.43,124.0,7287500.0,0.0,1.0,17.981428571429,18.198571428571,17.632857142857,17.714285714286,51012500.0
2012-02-07,128.73,133.43,126.81,127.88,11633600.0,0.0,1.0,18.39,19.061428571429,18.115714285714,18.268571428571,81435200.0
2012-02-06,123.22,130.599,121.85,129.25,11659600.0,0.0,1.0,17.602857142857,18.657,17.407142857143,18.464285714286,81617200.0
2012-02-03,125.0,127.49,123.34,126.43,6684000.0,0.0,1.0,17.857142857143,18.212857142857,17.62,18.061428571429,46788000.0
2012-02-02,123.5,125.75,122.25,124.0,5875200.0,0.0,1.0,17.642857142857,17.964285714286,17.464285714286,17.714285714286,41126400.0
2012-02-01,121.41,123.75,118.25,122.97,7472400.0,0.0,1.0,17.344285714286,17.678571428571,16.892857142857,17.567142857143,52306800.0
2012-01-31,124.99,125.49,117.75,120.2,12039100.0,0.0,1.0,17.855714285714,17.927142857143,16.821428571429,17.171428571429,84273700.0
2012-01-30,124.76,129.48,123.22,125.43,15118000.0,0.0,1.0,17.822857142857,18.497142857143,17.602857142857,17.918571428571,105826000.0
2012-01-27,115.8,123.99,114.28,123.79,14604100.0,0.0,1.0,16.542857142857,17.712857142857,16.325714285714,17.684285714286,102228700.0
2012-01-26,113.9,119.37,112.06,116.01,22706300.0,0.0,1.0,16.271428571429,17.052857142857,16.008571428571,16.572857142857,158944100.0
2012-01-25,92.7,95.5,91.6522,95.04,11136200.0,0.0,1.0,13.242857142857,13.642857142857,13.093171428571,13.577142857143,77953400.0
2012-01-24,92.1,94.69,91.4801,92.67,5989900.0,0.0,1.0,13.157142857143,13.527142857143,13.068585714286,13.238571428571,41929300.0
2012-01-23,98.71,99.62,93.6,93.96,8726700.0,0.0,1.0,14.101428571429,14.231428571429,13.371428571429,13.422857142857,61086900.0
2012-01-20,102.6,104.77,99.69,100.24,7694400.0,0.0,1.0,14.657142857143,14.967142857143,14.241428571429,14.32,53860800.0
2012-01-19,99.66,104.6,99.66,103.46,11255700.0,0.0,1.0,14.237142857143,14.942857142857,14.237142857143,14.78,78789900.0
2012-01-18,93.18,98.92,92.25,98.54,9441600.0,0.0,1.0,13.311428571429,14.131428571429,13.178571428571,14.077142857143,66091200.0
2012-01-17,96.0,97.85,94.33,94.72,8404600.0,0.0,1.0,13.714285714286,13.978571428571,13.475714285714,13.531428571429,58832200.0
2012-01-13,91.47,96.55,90.2,94.38,12691300.0,0.0,1.0,13.067142857143,13.792857142857,12.885714285714,13.482857142857,88839100.0
2012-01-12,92.48,93.37,89.2,92.15,8749000.0,0.0,1.0,13.211428571429,13.338571428571,12.742857142857,13.164285714286,61243000.0
2012-01-11,94.99,95.6,91.45,92.15,12449800.0,0.0,1.0,13.57,13.657142857143,13.064285714286,13.164285714286,87148600.0
2012-01-10,99.8,99.84,92.5,95.83,20905000.0,0.0,1.0,14.257142857143,14.262857142857,13.214285714286,13.69,146335000.0
2012-01-09,89.61,99.65,87.14,98.18,30581900.0,0.0,1.0,12.801428571429,14.235714285714,12.448571428571,14.025714285714,214073300.0
2012-01-06,79.12,87.3,78.7,86.29,17944400.0,0.0,1.0,11.302857142857,12.471428571429,11.242857142857,12.327142857143,125610800.0
2012-01-05,79.42,81.86,77.28,79.3,12364700.0,0.0,1.0,11.345714285714,11.694285714286,11.04,11.328571428571,86552900.0
2012-01-04,72.35,80.97,71.81,80.45,14355700.0,0.0,1.0,10.335714285714,11.567142857143,10.258571428571,11.492857142857,100489900.0
2012-01-03,70.28,72.72,70.13,72.24,4173400.0,0.0,1.0,10.04,10.388571428571,10.018571428571,10.32,29213800.0
2011-12-30,69.11,70.5928,68.83,69.29,3115600.0,0.0,1.0,9.8728571428571,10.084685714286,9.8328571428571,9.8985714285714,21809200.0
2011-12-29,68.98,69.89,67.61,69.3,3737600.0,0.0,1.0,9.8542857142857,9.9842857142857,9.6585714285714,9.9,26163200.0
2011-12-28,70.52,71.0,68.567,69.2,3371000.0,0.0,1.0,10.074285714286,10.142857142857,9.7952857142857,9.8857142857143,23597000.0
2011-12-27,72.3,72.49,70.2,70.596,3134400.0,0.0,1.0,10.328571428571,10.355714285714,10.028571428571,10.085142857143,21940800.0
2011-12-23,74.13,74.58,72.2982,72.62,3222300.0,0.0,1.0,10.59,10.654285714286,10.328314285714,10.374285714286,22556100.0
